LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;Flag Codes
KOR;QGDP;TOT;PC_CHGPY;Q;2013-Q1;2.403331;
KOR;QGDP;TOT;PC_CHGPY;Q;2013-Q2;3.027436;
KOR;QGDP;TOT;PC_CHGPY;Q;2013-Q3;3.463155;
KOR;QGDP;TOT;PC_CHGPY;Q;2013-Q4;3.753845;
KOR;QGDP;TOT;PC_CHGPY;Q;2014-Q1;3.827576;
KOR;QGDP;TOT;PC_CHGPY;Q;2014-Q2;3.492773;
KOR;QGDP;TOT;PC_CHGPY;Q;2014-Q3;2.928083;
KOR;QGDP;TOT;PC_CHGPY;Q;2014-Q4;2.58121;
KOR;QGDP;TOT;PC_CHGPY;Q;2015-Q1;2.483327;
KOR;QGDP;TOT;PC_CHGPY;Q;2015-Q2;2.033216;
KOR;QGDP;TOT;PC_CHGPY;Q;2015-Q3;3.214977;
KOR;QGDP;TOT;PC_CHGPY;Q;2015-Q4;3.495711;
KOR;QGDP;TOT;PC_CHGPY;Q;2016-Q1;2.909644;
KOR;QGDP;TOT;PC_CHGPY;Q;2016-Q2;3.647154;
KOR;QGDP;TOT;PC_CHGPY;Q;2016-Q3;2.599652;
KOR;QGDP;TOT;PC_CHGPY;Q;2016-Q4;2.642743;
KOR;QGDP;TOT;PC_CHGPY;Q;2017-Q1;3.18597;
KOR;QGDP;TOT;PC_CHGPY;Q;2017-Q2;2.742041;
KOR;QGDP;TOT;PC_CHGPY;Q;2017-Q3;3.786878;
KOR;QGDP;TOT;PC_CHGPY;Q;2017-Q4;2.924039;
KOR;QGDP;TOT;PC_CHGPY;Q;2018-Q1;3.178809;
KOR;QGDP;TOT;PC_CHGPY;Q;2018-Q2;3.100693;
KOR;QGDP;TOT;PC_CHGPY;Q;2018-Q3;2.198493;
KOR;QGDP;TOT;PC_CHGPY;Q;2018-Q4;3.16031;
KOR;QGDP;TOT;PC_CHGPY;Q;2019-Q1;1.725215504;P
KOR;QGDP;TOT;PC_CHGPY;Q;2019-Q2;2.12823508;P
KOR;QGDP;TOT;PC_CHGPY;Q;2019-Q3;1.923495838;P
KOR;QGDP;TOT;PC_CHGPY;Q;2019-Q4;2.374366485;P
KOR;QGDP;TOT;PC_CHGPY;Q;2020-Q1;1.406705515;P
KOR;QGDP;TOT;PC_CHGPY;Q;2020-Q2;-2.777486753;P
NOR;QGDP;TOT;PC_CHGPY;Q;1961-Q1;5.869164351;E
NOR;QGDP;TOT;PC_CHGPY;Q;1961-Q2;6.768961388;E
NOR;QGDP;TOT;PC_CHGPY;Q;1961-Q3;6.716543806;E
NOR;QGDP;TOT;PC_CHGPY;Q;1961-Q4;5.746506337;E
NOR;QGDP;TOT;PC_CHGPY;Q;1962-Q1;3.916005825;E
NOR;QGDP;TOT;PC_CHGPY;Q;1962-Q2;2.767736294;E
NOR;QGDP;TOT;PC_CHGPY;Q;1962-Q3;2.254999269;E
NOR;QGDP;TOT;PC_CHGPY;Q;1962-Q4;2.349553513;E
NOR;QGDP;TOT;PC_CHGPY;Q;1963-Q1;3.039157364;E
NOR;QGDP;TOT;PC_CHGPY;Q;1963-Q2;3.612349537;E
NOR;QGDP;TOT;PC_CHGPY;Q;1963-Q3;4.067928667;E
NOR;QGDP;TOT;PC_CHGPY;Q;1963-Q4;4.405922922;E
NOR;QGDP;TOT;PC_CHGPY;Q;1964-Q1;4.62744097;E
NOR;QGDP;TOT;PC_CHGPY;Q;1964-Q2;4.867998637;E
NOR;QGDP;TOT;PC_CHGPY;Q;1964-Q3;5.126538425;E
NOR;QGDP;TOT;PC_CHGPY;Q;1964-Q4;5.401899686;E
NOR;QGDP;TOT;PC_CHGPY;Q;1965-Q1;5.69306091;E
NOR;QGDP;TOT;PC_CHGPY;Q;1965-Q2;5.642409731;E
NOR;QGDP;TOT;PC_CHGPY;Q;1965-Q3;5.263032089;E
NOR;QGDP;TOT;PC_CHGPY;Q;1965-Q4;4.568888378;E
NOR;QGDP;TOT;PC_CHGPY;Q;1966-Q1;3.574913868;E
NOR;QGDP;TOT;PC_CHGPY;Q;1966-Q2;3.272870889;E
NOR;QGDP;TOT;PC_CHGPY;Q;1966-Q3;3.63544014;E
NOR;QGDP;TOT;PC_CHGPY;Q;1966-Q4;4.645598806;E
NOR;QGDP;TOT;PC_CHGPY;Q;1967-Q1;6.295465769;E
NOR;QGDP;TOT;PC_CHGPY;Q;1967-Q2;6.930096169;E
NOR;QGDP;TOT;PC_CHGPY;Q;1967-Q3;6.569831344;E
NOR;QGDP;TOT;PC_CHGPY;Q;1967-Q4;5.258175608;E
NOR;QGDP;TOT;PC_CHGPY;Q;1968-Q1;3.058504699;E
NOR;QGDP;TOT;PC_CHGPY;Q;1968-Q2;1.889273238;E
NOR;QGDP;TOT;PC_CHGPY;Q;1968-Q3;1.685966386;E
NOR;QGDP;TOT;PC_CHGPY;Q;1968-Q4;2.416678176;E
NOR;QGDP;TOT;PC_CHGPY;Q;1969-Q1;4.07878292;E
NOR;QGDP;TOT;PC_CHGPY;Q;1969-Q2;4.912590552;E
NOR;QGDP;TOT;PC_CHGPY;Q;1969-Q3;4.917631611;E
NOR;QGDP;TOT;PC_CHGPY;Q;1969-Q4;4.113432797;E
NOR;QGDP;TOT;PC_CHGPY;Q;1970-Q1;2.538372103;E
NOR;QGDP;TOT;PC_CHGPY;Q;1970-Q2;1.70924371;E
NOR;QGDP;TOT;PC_CHGPY;Q;1970-Q3;1.59044565;E
NOR;QGDP;TOT;PC_CHGPY;Q;1970-Q4;2.163655875;E
NOR;QGDP;TOT;PC_CHGPY;Q;1971-Q1;3.426122144;E
NOR;QGDP;TOT;PC_CHGPY;Q;1971-Q2;4.39247574;E
NOR;QGDP;TOT;PC_CHGPY;Q;1971-Q3;5.057073903;E
NOR;QGDP;TOT;PC_CHGPY;Q;1971-Q4;5.419882117;E
NOR;QGDP;TOT;PC_CHGPY;Q;1972-Q1;5.486455766;E
NOR;QGDP;TOT;PC_CHGPY;Q;1972-Q2;5.383602137;E
NOR;QGDP;TOT;PC_CHGPY;Q;1972-Q3;5.117879505;E
NOR;QGDP;TOT;PC_CHGPY;Q;1972-Q4;4.695961427;E
NOR;QGDP;TOT;PC_CHGPY;Q;1973-Q1;4.124373764;E
NOR;QGDP;TOT;PC_CHGPY;Q;1973-Q2;3.895978212;E
NOR;QGDP;TOT;PC_CHGPY;Q;1973-Q3;3.997632477;E
NOR;QGDP;TOT;PC_CHGPY;Q;1973-Q4;4.419165851;E
NOR;QGDP;TOT;PC_CHGPY;Q;1974-Q1;5.153280819;E
NOR;QGDP;TOT;PC_CHGPY;Q;1974-Q2;5.458178875;E
NOR;QGDP;TOT;PC_CHGPY;Q;1974-Q3;5.344784575;E
NOR;QGDP;TOT;PC_CHGPY;Q;1974-Q4;4.828196759;E
NOR;QGDP;TOT;PC_CHGPY;Q;1975-Q1;3.927129577;E
NOR;QGDP;TOT;PC_CHGPY;Q;1975-Q2;3.673353337;E
NOR;QGDP;TOT;PC_CHGPY;Q;1975-Q3;4.040834227;E
NOR;QGDP;TOT;PC_CHGPY;Q;1975-Q4;5.012146626;E
NOR;QGDP;TOT;PC_CHGPY;Q;1976-Q1;6.577837946;E
NOR;QGDP;TOT;PC_CHGPY;Q;1976-Q2;7.287679831;E
NOR;QGDP;TOT;PC_CHGPY;Q;1976-Q3;7.159553529;E
NOR;QGDP;TOT;PC_CHGPY;Q;1976-Q4;6.229763951;E
NOR;QGDP;TOT;PC_CHGPY;Q;1977-Q1;4.550338998;E
NOR;QGDP;TOT;PC_CHGPY;Q;1977-Q2;3.51414277;E
NOR;QGDP;TOT;PC_CHGPY;Q;1977-Q3;3.077261624;E
NOR;QGDP;TOT;PC_CHGPY;Q;1977-Q4;3.21184464;E
NOR;QGDP;TOT;PC_CHGPY;Q;1978-Q1;4.235119579;
NOR;QGDP;TOT;PC_CHGPY;Q;1978-Q2;5.178104454;
NOR;QGDP;TOT;PC_CHGPY;Q;1978-Q3;5.510729387;
NOR;QGDP;TOT;PC_CHGPY;Q;1978-Q4;4.553921463;
NOR;QGDP;TOT;PC_CHGPY;Q;1979-Q1;2.526449901;
NOR;QGDP;TOT;PC_CHGPY;Q;1979-Q2;3.907585427;
NOR;QGDP;TOT;PC_CHGPY;Q;1979-Q3;5.352359119;
NOR;QGDP;TOT;PC_CHGPY;Q;1979-Q4;6.157824752;
NOR;QGDP;TOT;PC_CHGPY;Q;1980-Q1;10.761549105;
NOR;QGDP;TOT;PC_CHGPY;Q;1980-Q2;5.349101901;
NOR;QGDP;TOT;PC_CHGPY;Q;1980-Q3;0.822543885;
NOR;QGDP;TOT;PC_CHGPY;Q;1980-Q4;2.084034219;
NOR;QGDP;TOT;PC_CHGPY;Q;1981-Q1;-0.065927774;
NOR;QGDP;TOT;PC_CHGPY;Q;1981-Q2;2.44119149;
NOR;QGDP;TOT;PC_CHGPY;Q;1981-Q3;3.019244528;
NOR;QGDP;TOT;PC_CHGPY;Q;1981-Q4;0.815948212;
NOR;QGDP;TOT;PC_CHGPY;Q;1982-Q1;-0.168400341;
NOR;QGDP;TOT;PC_CHGPY;Q;1982-Q2;-0.570829215;
NOR;QGDP;TOT;PC_CHGPY;Q;1982-Q3;0.655364594;
NOR;QGDP;TOT;PC_CHGPY;Q;1982-Q4;1.002851531;
NOR;QGDP;TOT;PC_CHGPY;Q;1983-Q1;2.198694;
NOR;QGDP;TOT;PC_CHGPY;Q;1983-Q2;3.315674466;
NOR;QGDP;TOT;PC_CHGPY;Q;1983-Q3;4.77481186;
NOR;QGDP;TOT;PC_CHGPY;Q;1983-Q4;4.479871929;
NOR;QGDP;TOT;PC_CHGPY;Q;1984-Q1;5.289428234;
NOR;QGDP;TOT;PC_CHGPY;Q;1984-Q2;4.786829697;
NOR;QGDP;TOT;PC_CHGPY;Q;1984-Q3;6.350936704;
NOR;QGDP;TOT;PC_CHGPY;Q;1984-Q4;8.519424055;
NOR;QGDP;TOT;PC_CHGPY;Q;1985-Q1;7.756828099;
NOR;QGDP;TOT;PC_CHGPY;Q;1985-Q2;5.620991316;
NOR;QGDP;TOT;PC_CHGPY;Q;1985-Q3;5.632952721;
NOR;QGDP;TOT;PC_CHGPY;Q;1985-Q4;4.482051151;
NOR;QGDP;TOT;PC_CHGPY;Q;1986-Q1;4.394112854;
NOR;QGDP;TOT;PC_CHGPY;Q;1986-Q2;4.412994662;
NOR;QGDP;TOT;PC_CHGPY;Q;1986-Q3;4.111488475;
NOR;QGDP;TOT;PC_CHGPY;Q;1986-Q4;3.680927721;
NOR;QGDP;TOT;PC_CHGPY;Q;1987-Q1;1.346863424;
NOR;QGDP;TOT;PC_CHGPY;Q;1987-Q2;4.997402749;
NOR;QGDP;TOT;PC_CHGPY;Q;1987-Q3;-0.341591618;
NOR;QGDP;TOT;PC_CHGPY;Q;1987-Q4;0.913323656;
NOR;QGDP;TOT;PC_CHGPY;Q;1988-Q1;0.95898049;
NOR;QGDP;TOT;PC_CHGPY;Q;1988-Q2;-2.726083197;
NOR;QGDP;TOT;PC_CHGPY;Q;1988-Q3;0.722317302;
NOR;QGDP;TOT;PC_CHGPY;Q;1988-Q4;-0.930236896;
NOR;QGDP;TOT;PC_CHGPY;Q;1989-Q1;-1.208927247;
NOR;QGDP;TOT;PC_CHGPY;Q;1989-Q2;1.512465242;
NOR;QGDP;TOT;PC_CHGPY;Q;1989-Q3;1.641426639;
NOR;QGDP;TOT;PC_CHGPY;Q;1989-Q4;2.20646549;
NOR;QGDP;TOT;PC_CHGPY;Q;1990-Q1;2.505004086;
NOR;QGDP;TOT;PC_CHGPY;Q;1990-Q2;2.404631802;
NOR;QGDP;TOT;PC_CHGPY;Q;1990-Q3;0.419902108;
NOR;QGDP;TOT;PC_CHGPY;Q;1990-Q4;2.39253619;
NOR;QGDP;TOT;PC_CHGPY;Q;1991-Q1;3.638065306;
NOR;QGDP;TOT;PC_CHGPY;Q;1991-Q2;3.06672306;
NOR;QGDP;TOT;PC_CHGPY;Q;1991-Q3;3.836278752;
NOR;QGDP;TOT;PC_CHGPY;Q;1991-Q4;1.869799865;
NOR;QGDP;TOT;PC_CHGPY;Q;1992-Q1;3.160948374;
NOR;QGDP;TOT;PC_CHGPY;Q;1992-Q2;3.159139255;
NOR;QGDP;TOT;PC_CHGPY;Q;1992-Q3;4.76677555;
NOR;QGDP;TOT;PC_CHGPY;Q;1992-Q4;3.259494719;
NOR;QGDP;TOT;PC_CHGPY;Q;1993-Q1;0.443965079;
NOR;QGDP;TOT;PC_CHGPY;Q;1993-Q2;1.657847035;
NOR;QGDP;TOT;PC_CHGPY;Q;1993-Q3;2.342546174;
NOR;QGDP;TOT;PC_CHGPY;Q;1993-Q4;6.748029527;
NOR;QGDP;TOT;PC_CHGPY;Q;1994-Q1;6.230000667;
NOR;QGDP;TOT;PC_CHGPY;Q;1994-Q2;6.848981854;
NOR;QGDP;TOT;PC_CHGPY;Q;1994-Q3;3.338303701;
NOR;QGDP;TOT;PC_CHGPY;Q;1994-Q4;3.731673566;
NOR;QGDP;TOT;PC_CHGPY;Q;1995-Q1;4.108343091;
NOR;QGDP;TOT;PC_CHGPY;Q;1995-Q2;2.626541371;
NOR;QGDP;TOT;PC_CHGPY;Q;1995-Q3;6.491627332;
NOR;QGDP;TOT;PC_CHGPY;Q;1995-Q4;3.706699667;
NOR;QGDP;TOT;PC_CHGPY;Q;1996-Q1;6.101744384;
NOR;QGDP;TOT;PC_CHGPY;Q;1996-Q2;5.039938737;
NOR;QGDP;TOT;PC_CHGPY;Q;1996-Q3;6.041629369;
NOR;QGDP;TOT;PC_CHGPY;Q;1996-Q4;3.068984197;
NOR;QGDP;TOT;PC_CHGPY;Q;1997-Q1;4.261737705;
NOR;QGDP;TOT;PC_CHGPY;Q;1997-Q2;6.923185694;
NOR;QGDP;TOT;PC_CHGPY;Q;1997-Q3;3.363639918;
NOR;QGDP;TOT;PC_CHGPY;Q;1997-Q4;6.533168854;
NOR;QGDP;TOT;PC_CHGPY;Q;1998-Q1;4.748361133;
NOR;QGDP;TOT;PC_CHGPY;Q;1998-Q2;3.440120773;
NOR;QGDP;TOT;PC_CHGPY;Q;1998-Q3;1.694230435;
NOR;QGDP;TOT;PC_CHGPY;Q;1998-Q4;0.790215635;
NOR;QGDP;TOT;PC_CHGPY;Q;1999-Q1;0.549091648;
NOR;QGDP;TOT;PC_CHGPY;Q;1999-Q2;-0.532147168;
NOR;QGDP;TOT;PC_CHGPY;Q;1999-Q3;3.365484594;
NOR;QGDP;TOT;PC_CHGPY;Q;1999-Q4;4.608746846;
NOR;QGDP;TOT;PC_CHGPY;Q;2000-Q1;5.392961578;
NOR;QGDP;TOT;PC_CHGPY;Q;2000-Q2;3.823580471;
NOR;QGDP;TOT;PC_CHGPY;Q;2000-Q3;2.720562137;
NOR;QGDP;TOT;PC_CHGPY;Q;2000-Q4;1.022995695;
NOR;QGDP;TOT;PC_CHGPY;Q;2001-Q1;0.716060416;
NOR;QGDP;TOT;PC_CHGPY;Q;2001-Q2;2.010360495;
NOR;QGDP;TOT;PC_CHGPY;Q;2001-Q3;2.273516195;
NOR;QGDP;TOT;PC_CHGPY;Q;2001-Q4;3.121950909;
NOR;QGDP;TOT;PC_CHGPY;Q;2002-Q1;0.881671337;
NOR;QGDP;TOT;PC_CHGPY;Q;2002-Q2;3.161003779;
NOR;QGDP;TOT;PC_CHGPY;Q;2002-Q3;0.394213224;
NOR;QGDP;TOT;PC_CHGPY;Q;2002-Q4;0.653058074;
NOR;QGDP;TOT;PC_CHGPY;Q;2003-Q1;1.722667124;
NOR;QGDP;TOT;PC_CHGPY;Q;2003-Q2;-0.822412144;
NOR;QGDP;TOT;PC_CHGPY;Q;2003-Q3;2.08615064;
NOR;QGDP;TOT;PC_CHGPY;Q;2003-Q4;0.978521897;
NOR;QGDP;TOT;PC_CHGPY;Q;2004-Q1;4.531008293;
NOR;QGDP;TOT;PC_CHGPY;Q;2004-Q2;5.247437053;
NOR;QGDP;TOT;PC_CHGPY;Q;2004-Q3;2.590706634;
NOR;QGDP;TOT;PC_CHGPY;Q;2004-Q4;3.565446243;
NOR;QGDP;TOT;PC_CHGPY;Q;2005-Q1;1.652354378;
NOR;QGDP;TOT;PC_CHGPY;Q;2005-Q2;1.975501267;
NOR;QGDP;TOT;PC_CHGPY;Q;2005-Q3;4.022625975;
NOR;QGDP;TOT;PC_CHGPY;Q;2005-Q4;3.242248502;
NOR;QGDP;TOT;PC_CHGPY;Q;2006-Q1;2.236535124;
NOR;QGDP;TOT;PC_CHGPY;Q;2006-Q2;1.830301012;
NOR;QGDP;TOT;PC_CHGPY;Q;2006-Q3;2.02890835;
NOR;QGDP;TOT;PC_CHGPY;Q;2006-Q4;3.66309887;
NOR;QGDP;TOT;PC_CHGPY;Q;2007-Q1;3.081365318;
NOR;QGDP;TOT;PC_CHGPY;Q;2007-Q2;2.950943524;
NOR;QGDP;TOT;PC_CHGPY;Q;2007-Q3;3.212840199;
NOR;QGDP;TOT;PC_CHGPY;Q;2007-Q4;2.460722296;
NOR;QGDP;TOT;PC_CHGPY;Q;2008-Q1;1.097456792;
NOR;QGDP;TOT;PC_CHGPY;Q;2008-Q2;1.149500824;
NOR;QGDP;TOT;PC_CHGPY;Q;2008-Q3;-0.314689427;
NOR;QGDP;TOT;PC_CHGPY;Q;2008-Q4;-1.078725427;
NOR;QGDP;TOT;PC_CHGPY;Q;2009-Q1;-0.647452981;
NOR;QGDP;TOT;PC_CHGPY;Q;2009-Q2;-1.570384407;
NOR;QGDP;TOT;PC_CHGPY;Q;2009-Q3;-1.326600212;
NOR;QGDP;TOT;PC_CHGPY;Q;2009-Q4;-1.582405104;
NOR;QGDP;TOT;PC_CHGPY;Q;2010-Q1;1.17344623;
NOR;QGDP;TOT;PC_CHGPY;Q;2010-Q2;0.986251337;
NOR;QGDP;TOT;PC_CHGPY;Q;2010-Q3;-1.583143915;
NOR;QGDP;TOT;PC_CHGPY;Q;2010-Q4;1.125878026;
NOR;QGDP;TOT;PC_CHGPY;Q;2011-Q1;-0.716729987;
NOR;QGDP;TOT;PC_CHGPY;Q;2011-Q2;-0.064953634;
NOR;QGDP;TOT;PC_CHGPY;Q;2011-Q3;4.129325584;
NOR;QGDP;TOT;PC_CHGPY;Q;2011-Q4;1.337994787;
NOR;QGDP;TOT;PC_CHGPY;Q;2012-Q1;3.439900128;
NOR;QGDP;TOT;PC_CHGPY;Q;2012-Q2;4.114223736;
NOR;QGDP;TOT;PC_CHGPY;Q;2012-Q3;0.978117734;
NOR;QGDP;TOT;PC_CHGPY;Q;2012-Q4;1.750967026;
NOR;QGDP;TOT;PC_CHGPY;Q;2013-Q1;-0.259874851;
NOR;QGDP;TOT;PC_CHGPY;Q;2013-Q2;0.224450881;
NOR;QGDP;TOT;PC_CHGPY;Q;2013-Q3;2.695972973;
NOR;QGDP;TOT;PC_CHGPY;Q;2013-Q4;1.683031116;
NOR;QGDP;TOT;PC_CHGPY;Q;2014-Q1;2.058899737;
NOR;QGDP;TOT;PC_CHGPY;Q;2014-Q2;2.075732369;
NOR;QGDP;TOT;PC_CHGPY;Q;2014-Q3;1.509220717;
NOR;QGDP;TOT;PC_CHGPY;Q;2014-Q4;2.932470403;
NOR;QGDP;TOT;PC_CHGPY;Q;2015-Q1;2.136313201;
NOR;QGDP;TOT;PC_CHGPY;Q;2015-Q2;1.924400472;
NOR;QGDP;TOT;PC_CHGPY;Q;2015-Q3;2.687061138;
NOR;QGDP;TOT;PC_CHGPY;Q;2015-Q4;0.556142868;
NOR;QGDP;TOT;PC_CHGPY;Q;2016-Q1;1.574179221;
NOR;QGDP;TOT;PC_CHGPY;Q;2016-Q2;0.369379761;
NOR;QGDP;TOT;PC_CHGPY;Q;2016-Q3;-1.648353693;
NOR;QGDP;TOT;PC_CHGPY;Q;2016-Q4;1.574470056;
NOR;QGDP;TOT;PC_CHGPY;Q;2017-Q1;1.291154462;
NOR;QGDP;TOT;PC_CHGPY;Q;2017-Q2;2.923279695;
NOR;QGDP;TOT;PC_CHGPY;Q;2017-Q3;4.633257231;
NOR;QGDP;TOT;PC_CHGPY;Q;2017-Q4;2.055868868;
NOR;QGDP;TOT;PC_CHGPY;Q;2018-Q1;1.98734379;
NOR;QGDP;TOT;PC_CHGPY;Q;2018-Q2;1.327605123;
NOR;QGDP;TOT;PC_CHGPY;Q;2018-Q3;1.236133581;
NOR;QGDP;TOT;PC_CHGPY;Q;2018-Q4;1.616030638;
NOR;QGDP;TOT;PC_CHGPY;Q;2019-Q1;1.258274562;
NOR;QGDP;TOT;PC_CHGPY;Q;2019-Q2;1.193542353;
NOR;QGDP;TOT;PC_CHGPY;Q;2019-Q3;0.480366193;
NOR;QGDP;TOT;PC_CHGPY;Q;2019-Q4;1.773423363;
NOR;QGDP;TOT;PC_CHGPY;Q;2020-Q1;-0.004631394;
NOR;QGDP;TOT;PC_CHGPY;Q;2020-Q2;-5.331290539;
LVA;QGDP;TOT;PC_CHGPP;Q;1995-Q2;0.511350659;
LVA;QGDP;TOT;PC_CHGPP;Q;1995-Q3;-1.110643973;
LVA;QGDP;TOT;PC_CHGPP;Q;1995-Q4;1.298050633;
LVA;QGDP;TOT;PC_CHGPP;Q;1996-Q1;-1.319515625;
LVA;QGDP;TOT;PC_CHGPP;Q;1996-Q2;-0.012099333;
LVA;QGDP;TOT;PC_CHGPP;Q;1996-Q3;3.469518641;
LVA;QGDP;TOT;PC_CHGPP;Q;1996-Q4;6.50385759;
LVA;QGDP;TOT;PC_CHGPP;Q;1997-Q1;-2.112317526;
LVA;QGDP;TOT;PC_CHGPP;Q;1997-Q2;4.512586046;
LVA;QGDP;TOT;PC_CHGPP;Q;1997-Q3;1.656107223;
LVA;QGDP;TOT;PC_CHGPP;Q;1997-Q4;1.20620743;
LVA;QGDP;TOT;PC_CHGPP;Q;1998-Q1;4.637169373;
LVA;QGDP;TOT;PC_CHGPP;Q;1998-Q2;-0.138951246;
LVA;QGDP;TOT;PC_CHGPP;Q;1998-Q3;-1.071404259;
LVA;QGDP;TOT;PC_CHGPP;Q;1998-Q4;-1.998358913;
LVA;QGDP;TOT;PC_CHGPP;Q;1999-Q1;2.783449594;
LVA;QGDP;TOT;PC_CHGPP;Q;1999-Q2;-0.932222301;
LVA;QGDP;TOT;PC_CHGPP;Q;1999-Q3;3.061940323;
LVA;QGDP;TOT;PC_CHGPP;Q;1999-Q4;3.660239559;
LVA;QGDP;TOT;PC_CHGPP;Q;2000-Q1;0.376858042;
LVA;QGDP;TOT;PC_CHGPP;Q;2000-Q2;0.531570577;
LVA;QGDP;TOT;PC_CHGPP;Q;2000-Q3;2.294163884;
LVA;QGDP;TOT;PC_CHGPP;Q;2000-Q4;-1.105307242;
LVA;QGDP;TOT;PC_CHGPP;Q;2001-Q1;2.169481028;
LVA;QGDP;TOT;PC_CHGPP;Q;2001-Q2;5.562880866;
LVA;QGDP;TOT;PC_CHGPP;Q;2001-Q3;-3.020178731;
LVA;QGDP;TOT;PC_CHGPP;Q;2001-Q4;3.344747034;
LVA;QGDP;TOT;PC_CHGPP;Q;2002-Q1;-0.050719708;
LVA;QGDP;TOT;PC_CHGPP;Q;2002-Q2;4.592397807;
LVA;QGDP;TOT;PC_CHGPP;Q;2002-Q3;0.63174496;
LVA;QGDP;TOT;PC_CHGPP;Q;2002-Q4;3.901180409;
LVA;QGDP;TOT;PC_CHGPP;Q;2003-Q1;0.858815074;
LVA;QGDP;TOT;PC_CHGPP;Q;2003-Q2;2.574574538;
LVA;QGDP;TOT;PC_CHGPP;Q;2003-Q3;1.980044604;
LVA;QGDP;TOT;PC_CHGPP;Q;2003-Q4;1.060296502;
LVA;QGDP;TOT;PC_CHGPP;Q;2004-Q1;3.734650498;
LVA;QGDP;TOT;PC_CHGPP;Q;2004-Q2;1.240370154;
LVA;QGDP;TOT;PC_CHGPP;Q;2004-Q3;0.416667729;
LVA;QGDP;TOT;PC_CHGPP;Q;2004-Q4;2.404073029;
LVA;QGDP;TOT;PC_CHGPP;Q;2005-Q1;2.619624889;
LVA;QGDP;TOT;PC_CHGPP;Q;2005-Q2;2.469441949;
LVA;QGDP;TOT;PC_CHGPP;Q;2005-Q3;4.784817004;
LVA;QGDP;TOT;PC_CHGPP;Q;2005-Q4;3.675605373;
LVA;QGDP;TOT;PC_CHGPP;Q;2006-Q1;-0.542897098;
LVA;QGDP;TOT;PC_CHGPP;Q;2006-Q2;4.869367069;
LVA;QGDP;TOT;PC_CHGPP;Q;2006-Q3;3.206544427;
LVA;QGDP;TOT;PC_CHGPP;Q;2006-Q4;4.431598517;
LVA;QGDP;TOT;PC_CHGPP;Q;2007-Q1;1.930476468;
LVA;QGDP;TOT;PC_CHGPP;Q;2007-Q2;2.027823917;
LVA;QGDP;TOT;PC_CHGPP;Q;2007-Q3;1.747559872;
LVA;QGDP;TOT;PC_CHGPP;Q;2007-Q4;-1.246170368;
LVA;QGDP;TOT;PC_CHGPP;Q;2008-Q1;2.009849994;
LVA;QGDP;TOT;PC_CHGPP;Q;2008-Q2;-3.570512976;
LVA;QGDP;TOT;PC_CHGPP;Q;2008-Q3;-4.10316651;
LVA;QGDP;TOT;PC_CHGPP;Q;2008-Q4;-2.443286844;
LVA;QGDP;TOT;PC_CHGPP;Q;2009-Q1;-3.648198172;
LVA;QGDP;TOT;PC_CHGPP;Q;2009-Q2;-5.65200779;
LVA;QGDP;TOT;PC_CHGPP;Q;2009-Q3;-4.960762296;
LVA;QGDP;TOT;PC_CHGPP;Q;2009-Q4;0.280136665;
LVA;QGDP;TOT;PC_CHGPP;Q;2010-Q1;-0.610466878;
LVA;QGDP;TOT;PC_CHGPP;Q;2010-Q2;-0.743446477;
LVA;QGDP;TOT;PC_CHGPP;Q;2010-Q3;-0.528345797;
LVA;QGDP;TOT;PC_CHGPP;Q;2010-Q4;1.267776962;
LVA;QGDP;TOT;PC_CHGPP;Q;2011-Q1;1.615490525;
LVA;QGDP;TOT;PC_CHGPP;Q;2011-Q2;3.567569345;
LVA;QGDP;TOT;PC_CHGPP;Q;2011-Q3;2.045869477;
LVA;QGDP;TOT;PC_CHGPP;Q;2011-Q4;0.248266216;
LVA;QGDP;TOT;PC_CHGPP;Q;2012-Q1;1.914967372;
LVA;QGDP;TOT;PC_CHGPP;Q;2012-Q2;-0.278321649;
LVA;QGDP;TOT;PC_CHGPP;Q;2012-Q3;1.054480392;
LVA;QGDP;TOT;PC_CHGPP;Q;2012-Q4;0.313206542;
LVA;QGDP;TOT;PC_CHGPP;Q;2013-Q1;0.802290587;
LVA;QGDP;TOT;PC_CHGPP;Q;2013-Q2;0.089399232;
LVA;QGDP;TOT;PC_CHGPP;Q;2013-Q3;1.232121367;
LVA;QGDP;TOT;PC_CHGPP;Q;2013-Q4;0.767629173;
LVA;QGDP;TOT;PC_CHGPP;Q;2014-Q1;-0.077519208;
LVA;QGDP;TOT;PC_CHGPP;Q;2014-Q2;0.621196824;
LVA;QGDP;TOT;PC_CHGPP;Q;2014-Q3;0.499163744;
LVA;QGDP;TOT;PC_CHGPP;Q;2014-Q4;0.686246489;
LVA;QGDP;TOT;PC_CHGPP;Q;2015-Q1;0.734930537;
LVA;QGDP;TOT;PC_CHGPP;Q;2015-Q2;1.441219943;
LVA;QGDP;TOT;PC_CHGPP;Q;2015-Q3;0.958103025;
LVA;QGDP;TOT;PC_CHGPP;Q;2015-Q4;-0.411585423;
LVA;QGDP;TOT;PC_CHGPP;Q;2016-Q1;1.156238201;
LVA;QGDP;TOT;PC_CHGPP;Q;2016-Q2;-0.631321118;
LVA;QGDP;TOT;PC_CHGPP;Q;2016-Q3;0.149681419;
LVA;QGDP;TOT;PC_CHGPP;Q;2016-Q4;1.316379374;
